Id,ActivityDate,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,ActivityDataQuality,TotalMinutesAsleep,TotalTimeInBed,SleepEfficiency,SleepDataQuality,WeightKg,WeightPounds,BodyFatPercentage,BMI,WeightDataQuality,IsManualReport,RestingHeartRate,MaxHeartRate,HR_Samples,ValidSamples,HourlyStepsTotal,HourlyCaloriesTotal,TotalIntensitySum,AverageIntensityAvg,PercentVeryActive,OverallDataQuality
1624580081,2016-04-25,6497,4.21999979019165,0,0,202,1238,1492,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6487,1493,202,0.14027779166666665,0.0,High
1624580081,2016-04-26,2826,1.8400000333786,0,0,140,1300,1402,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2826,1402,140,0.09722229166666664,0.0,High
1624580081,2016-04-27,8367,5.44000005722046,17,36,154,1233,1670,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8367,1672,277,0.1923611666666667,1.2,High
1624580081,2016-04-28,2759,1.78999996185303,0,5,115,1320,1401,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2759,1404,125,0.08680558333333332,0.0,High
1624580081,2016-04-29,2390,1.54999995231628,0,0,150,1290,1404,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2390,1406,150,0.10416670833333334,0.0,High
1624580081,2016-04-30,6474,4.30000019073486,11,23,224,1182,1655,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6474,1656,303,0.21041670833333329,0.8,High
1624580081,2016-05-01,36019,28.0300006866455,186,63,171,1020,2690,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10914,2692,855,0.5937500416666668,12.9,High
1624580081,2016-05-02,7155,4.92999982833862,7,6,166,1261,1497,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7155,1497,199,0.13819441666666665,0.5,High
1624580081,2016-05-03,2100,1.37000000476837,0,0,96,1344,1334,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2100,1334,96,0.06666675,0.0,High
1624580081,2016-05-04,2193,1.42999994754791,0,0,118,1322,1368,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2193,1372,118,0.0819445,0.0,High
1624580081,2016-05-05,2470,1.61000001430511,0,0,117,1323,1370,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2470,1372,117,0.08125008333333335,0.0,High
1624580081,2016-05-06,1727,1.12000000476837,0,0,102,1338,1341,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1727,1341,102,0.07083333333333332,0.0,High
1624580081,2016-05-07,2104,1.37000000476837,0,0,182,1258,1474,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2104,1474,182,0.12638895833333333,0.0,High
1624580081,2016-05-08,3427,2.23000001907349,0,0,152,1288,1427,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3427,1426,152,0.10555562500000003,0.0,High
1624580081,2016-05-09,1732,1.12999999523163,0,0,91,1349,1328,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1732,1329,91,0.06319450000000001,0.0,High
1624580081,2016-05-10,2969,1.92999994754791,0,0,139,1301,1393,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2969,1393,139,0.096527875,0.0,High
1624580081,2016-05-11,3134,2.03999996185303,0,0,112,1328,1359,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3134,1363,112,0.07777787500000001,0.0,High
1624580081,2016-05-12,2971,1.92999994754791,0,0,107,890,1002,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2739,959,99,0.103125,0.0,High
1644430081,2016-04-12,10694,7.76999998092651,2,51,256,1131,3199,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10694,3200,364,0.25277775,0.1,High
1644430081,2016-04-13,8001,5.82000017166138,30,16,135,1259,2902,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8001,2899,257,0.17847224999999997,2.1,High
1644430081,2016-04-14,11037,8.02000045776367,5,58,252,1125,3226,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11037,3224,383,0.26597224999999997,0.3,High
1644430081,2016-04-15,5263,3.82999992370605,3,4,170,1263,2750,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5263,2748,187,0.129861125,0.2,High
1644430081,2016-04-16,15300,11.1199998855591,51,42,212,1135,3493,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15223,3489,449,0.3118055,3.5,High
1644430081,2016-04-17,8757,6.36999988555908,29,13,186,1212,3011,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8757,3007,299,0.20763887500000003,2.0,High
1644430081,2016-04-18,7132,5.19000005722046,15,33,121,1271,2806,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7132,2804,232,0.16111108333333332,1.0,High
1644430081,2016-04-19,11256,8.18000030517578,5,58,278,1099,3300,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11231,3253,385,0.267361125,0.3,High
1644430081,2016-04-20,2436,1.76999998092651,0,0,125,1315,2430,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2436,2430,125,0.0868055,0.0,High
1644430081,2016-04-21,1223,0.889999985694885,0,0,38,1402,2140,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1223,2135,38,0.026388916666666665,0.0,High
1644430081,2016-04-22,3673,2.67000007629395,0,0,86,1354,2344,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3673,2341,86,0.05972225000000001,0.0,High
1644430081,2016-04-23,6637,4.82999992370605,0,15,160,1265,2677,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6637,2672,190,0.1319445,0.0,High
1644430081,2016-04-24,3321,2.41000008583069,0,0,89,1351,2413,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3321,2410,89,0.061805624999999996,0.0,High
1644430081,2016-04-25,3580,2.59999990463257,8,1,94,1337,2497,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3580,2493,120,0.08333333333333333,0.6,High
1644430081,2016-04-26,9919,7.21000003814697,11,41,223,1165,3123,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9919,3118,338,0.23472220833333332,0.8,High
1644430081,2016-04-27,3032,2.20000004768372,0,0,118,1322,2489,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3032,2488,118,0.0819445,0.0,High
1644430081,2016-04-28,9405,6.84000015258789,3,53,227,1157,3108,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9405,3106,342,0.23750000000000002,0.2,High
1644430081,2016-04-29,3176,2.30999994277954,0,0,120,1193,2498,Complete,119,127,93.7,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3176,2495,120,0.08333337499999999,0.0,High
1644430081,2016-04-30,18213,13.2399997711182,9,71,402,816,3846,Complete,124,142,87.3,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18213,3843,571,0.3965278333333333,0.7,High
1644430081,2016-05-01,6132,4.46000003814697,3,24,146,908,2696,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6132,2690,203,0.14097216666666668,0.3,High
1644430081,2016-05-02,3758,2.73000001907349,1,7,148,682,2580,Complete,796,961,82.8,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3728,2533,142,0.09861116666666668,0.1,High
1644430081,2016-05-03,12850,9.34000015258789,10,94,221,1115,3324,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12789,3320,436,0.30277783333333336,0.7,High
1644430081,2016-05-04,2309,1.67999994754791,0,0,52,1388,2222,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2309,2219,52,0.036111125,0.0,High
1644430081,2016-05-05,4363,3.19000005722046,6,12,81,1341,2463,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4363,2459,123,0.08541666666666668,0.4,High
1644430081,2016-05-06,9787,7.11999988555908,11,6,369,1054,3328,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9758,3382,424,0.2944444583333334,0.8,High
1644430081,2016-05-07,13372,9.72000026702881,41,17,243,1139,3404,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13372,3402,400,0.27777783333333333,2.8,High
1644430081,2016-05-08,6724,4.8899998664856,0,0,295,991,2987,Complete,137,154,89.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6724,2987,295,0.204861125,0.0,High
1644430081,2016-05-09,6643,4.82999992370605,32,6,303,1099,3008,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6643,3004,411,0.28541674999999994,2.2,High
1644430081,2016-05-10,9167,6.65999984741211,12,19,155,1254,2799,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9167,2795,229,0.15902779166666667,0.8,High
1644430081,2016-05-11,1329,0.970000028610229,0,0,49,713,1276,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,989,1179,40,0.05555541666666667,0.0,High
1844505072,2016-04-12,6697,4.42999982833862,0,0,339,1101,2030,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6697,2031,339,0.23541662499999996,0.0,High
1844505072,2016-04-13,4929,3.25999999046326,0,0,248,1192,1860,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4929,1860,248,0.17222229166666667,0.0,High
1844505072,2016-04-14,7937,5.25,0,0,373,843,2130,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7905,2128,373,0.2590278333333334,0.0,High
1844505072,2016-04-15,3844,2.53999996185303,0,0,176,527,1725,Complete,644,961,67.0,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3844,1723,176,0.12222220833333335,0.0,High
1844505072,2016-04-16,3414,2.25999999046326,0,0,147,1293,1657,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3414,1656,147,0.10208333333333335,0.0,High
1844505072,2016-04-17,4525,2.99000000953674,2,8,199,1231,1793,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4525,1792,221,0.15347220833333333,0.1,High
1844505072,2016-04-18,4597,3.03999996185303,0,12,217,1211,1814,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4597,1814,241,0.167361125,0.0,High
1844505072,2016-04-19,197,0.129999995231628,0,0,10,1430,1366,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,1364,10,0.006944458333333334,0.0,High
1844505072,2016-04-20,8,NULL,0,0,1,1439,1349,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,1346,1,0.0006944583333333334,0.0,High
1844505072,2016-04-21,8054,5.32000017166138,2,13,308,1117,2062,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8054,2063,340,0.23611116666666662,0.1,High
1844505072,2016-04-22,5372,3.54999995231628,0,0,220,1220,1827,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5372,1828,220,0.15277775000000002,0.0,High
1844505072,2016-04-23,3570,2.35999989509583,0,0,139,1301,1645,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3570,1643,139,0.09652783333333333,0.0,High
1844505072,2016-04-24,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-04-25,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-04-26,NULL,NULL,0,0,0,1440,1347,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1344,0,0,0.0,Low
1844505072,2016-04-27,4,NULL,0,0,1,1439,1348,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,1346,1,0.0006944583333333334,0.0,High
1844505072,2016-04-28,6907,4.57000017166138,0,0,302,1138,1992,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6899,1993,302,0.20972225,0.0,High
1844505072,2016-04-29,4920,3.25,0,0,247,1082,1856,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4920,1855,247,0.17152779166666668,0.0,High
1844505072,2016-04-30,4014,2.67000007629395,0,0,184,218,1763,Complete,722,961,75.1,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4014,1763,184,0.127777875,0.0,High
1844505072,2016-05-01,2573,1.70000004768372,0,7,75,585,1541,Complete,590,961,61.4,Valid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2573,1539,89,0.06180558333333333,0.0,High
1844505072,2016-05-02,NULL,NULL,0,0,0,1440,1348,Sedentary,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1345,0,0,0.0,Low
1844505072,2016-05-03,4059,2.6800000667572,0,0,184,1256,1742,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4059,1742,184,0.12777779166666667,0.0,High
1844505072,2016-05-04,2080,1.37000000476837,0,0,87,1353,1549,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2080,1547,87,0.06041666666666667,0.0,High
1844505072,2016-05-05,2237,1.48000001907349,0,0,120,1320,1589,Complete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2237,1587,120,0.08333333333333333,0.0,High
